<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
06.09.2018;106580;106580;106560;106570
06.09.2018;106590;106590;106530;106530
06.09.2018;106520;106560;106510;106510
06.09.2018;106470;106500;106470;106500
06.09.2018;106500;106500;106440;106440
06.09.2018;106440;106460;106440;106460
06.09.2018;106470;106470;106470;106470
06.09.2018;106470;106480;106470;106480
06.09.2018;106490;106500;106490;106500
06.09.2018;106510;106520;106490;106490
06.09.2018;106490;106490;106490;106490
06.09.2018;106490;106490;106490;106490
06.09.2018;106490;106490;106470;106470
06.09.2018;106470;106470;106470;106470
06.09.2018;106480;106480;106470;106470
06.09.2018;106470;106470;106470;106470
06.09.2018;106470;106470;106440;106440
06.09.2018;106450;106500;106450;106460
06.09.2018;106470;106470;106470;106470
06.09.2018;106500;106540;106500;106540
06.09.2018;106520;106520;106500;106500
06.09.2018;106480;106510;106480;106510
06.09.2018;106520;106540;106520;106540
06.09.2018;106510;106530;106510;106530
06.09.2018;106530;106530;106530;106530
06.09.2018;106510;106520;106510;106520
06.09.2018;106530;106570;106530;106560
06.09.2018;106560;106560;106550;106550
06.09.2018;106550;106560;106550;106560
06.09.2018;106550;106560;106550;106560
06.09.2018;106560;106560;106560;106560
06.09.2018;106550;106550;106550;106550
06.09.2018;106500;106520;106500;106520
06.09.2018;106530;106530;106520;106520
06.09.2018;106520;106580;106520;106580
06.09.2018;106590;106590;106540;106540
06.09.2018;106540;106560;106540;106560
06.09.2018;106540;106540;106540;106540
06.09.2018;106540;106550;106540;106540
06.09.2018;106540;106540;106540;106540
06.09.2018;106530;106530;106530;106530
06.09.2018;106530;106540;106530;106540
06.09.2018;106550;106580;106550;106580
06.09.2018;106580;106580;106580;106580
06.09.2018;106590;106590;106580;106580
06.09.2018;106580;106580;106580;106580
06.09.2018;106640;106640;106570;106570
06.09.2018;106520;106540;106520;106540
06.09.2018;106560;106570;106560;106570
06.09.2018;106550;106550;106530;106530
06.09.2018;106560;106560;106540;106550
06.09.2018;106570;106570;106560;106560
06.09.2018;106560;106560;106550;106550
06.09.2018;106540;106540;106540;106540
06.09.2018;106560;106560;106550;106550
06.09.2018;106560;106560;106530;106530
06.09.2018;106540;106540;106540;106540
06.09.2018;106530;106530;106520;106520
06.09.2018;106550;106570;106550;106570
06.09.2018;106570;106620;106570;106620
06.09.2018;106630;106630;106580;106580
06.09.2018;106580;106580;106570;106570
06.09.2018;106520;106520;106520;106520
06.09.2018;106570;106570;106570;106570
06.09.2018;106550;106550;106550;106550
06.09.2018;106580;106580;106580;106580
06.09.2018;106580;106580;106580;106580
06.09.2018;106610;106610;106610;106610
06.09.2018;106590;106600;106590;106600
06.09.2018;106580;106580;106580;106580
06.09.2018;106640;106650;106640;106650
06.09.2018;106700;106700;106670;106670
06.09.2018;106680;106680;106680;106680
06.09.2018;106700;106700;106700;106700
06.09.2018;106720;106720;106720;106720
06.09.2018;106650;106650;106640;106640
06.09.2018;106600;106600;106580;106580
06.09.2018;106550;106550;106550;106550
06.09.2018;106540;106540;106500;106530
06.09.2018;106580;106580;106580;106580
06.09.2018;106530;106530;106530;106530
06.09.2018;106500;106500;106500;106500
06.09.2018;106470;106470;106400;106400
06.09.2018;106370;106370;106300;106330
06.09.2018;106290;106300;106280;106280
06.09.2018;106280;106280;106210;106210
06.09.2018;106190;106210;106120;106190
06.09.2018;106150;106180;106150;106180
06.09.2018;106260;106260;106240;106240
06.09.2018;106290;106290;106290;106290
06.09.2018;106250;106250;106250;106250
06.09.2018;106300;106300;106300;106300
06.09.2018;106260;106260;106260;106260
06.09.2018;106240;106240;106240;106240
06.09.2018;106210;106210;106210;106210
06.09.2018;106170;106180;106170;106180
06.09.2018;106150;106160;105950;105950
06.09.2018;105920;105920;105850;105890
06.09.2018;105910;105910;105910;105910
06.09.2018;105950;105990;105890;105890
06.09.2018;105850;105850;105780;105820
06.09.2018;105860;105860;105860;105860
06.09.2018;105860;105860;105620;105640
06.09.2018;105720;105760;105610;105610
06.09.2018;105610;105670;105540;105670
06.09.2018;105630;105720;105630;105690
06.09.2018;105620;105620;105290;105320
06.09.2018;105350;105400;105160;105400
06.09.2018;105290;105440;105290;105440
06.09.2018;105490;105510;105470;105470
06.09.2018;105450;105470;105450;105470
06.09.2018;105420;105420;105350;105360
06.09.2018;105410;105410;105410;105410
06.09.2018;105430;105430;105430;105430
06.09.2018;105380;105390;105380;105390
06.09.2018;105400;105400;105400;105400
06.09.2018;105470;105470;105470;105470
06.09.2018;105320;105320;105320;105320
06.09.2018;105340;105360;105340;105360
06.09.2018;105340;105360;105340;105360
06.09.2018;105300;105320;105300;105300
06.09.2018;105390;105390;105390;105390
06.09.2018;105410;105410;105330;105360
06.09.2018;105360;105360;105360;105360
06.09.2018;105380;105410;105380;105410
06.09.2018;105450;105460;105410;105410
06.09.2018;105450;105450;105450;105450
06.09.2018;105450;105450;105410;105410
06.09.2018;105320;105320;105290;105290
06.09.2018;105300;105300;105240;105240
06.09.2018;105240;105240;105200;105200
06.09.2018;105220;105220;105180;105180
06.09.2018;105150;105150;105090;105120
06.09.2018;105090;105160;105090;105120
06.09.2018;105180;105180;105180;105180
06.09.2018;105240;105260;105240;105260
06.09.2018;105250;105250;105230;105230
06.09.2018;105230;105230;105190;105190
06.09.2018;105250;105250;105250;105250
06.09.2018;105320;105340;105320;105340
06.09.2018;105300;105300;105300;105300
06.09.2018;105280;105280;105270;105270
06.09.2018;105290;105290;105250;105250
06.09.2018;105240;105240;105220;105220
06.09.2018;105200;105200;105170;105170
06.09.2018;105250;105250;105230;105230
06.09.2018;105320;105420;105320;105420
06.09.2018;105450;105450;105420;105420
06.09.2018;105390;105390;105390;105390
06.09.2018;105350;105350;105350;105350
06.09.2018;105350;105380;105350;105380
06.09.2018;105350;105380;105350;105370
06.09.2018;105330;105330;105330;105330
06.09.2018;105310;105310;105280;105280
06.09.2018;105280;105280;105230;105230
06.09.2018;105200;105200;105200;105200
06.09.2018;105190;105190;105190;105190
06.09.2018;105180;105180;105180;105180
06.09.2018;105180;105180;105180;105180
06.09.2018;105230;105230;105150;105150
06.09.2018;105140;105140;105110;105110
06.09.2018;105060;105090;105040;105090
06.09.2018;105080;105080;105080;105080
06.09.2018;105100;105100;105100;105100
06.09.2018;105070;105070;105050;105050
06.09.2018;105050;105050;105020;105020
06.09.2018;105010;105010;104970;104970
06.09.2018;104970;105070;104970;105070
06.09.2018;105040;105040;105040;105040
06.09.2018;105040;105040;105040;105040
06.09.2018;105010;105010;105010;105010
06.09.2018;105070;105070;105070;105070
06.09.2018;105090;105090;105090;105090
06.09.2018;105080;105080;105080;105080
06.09.2018;104940;104940;104940;104940
06.09.2018;104950;104950;104900;104930
06.09.2018;104950;104950;104950;104950
06.09.2018;104880;104880;104870;104870
06.09.2018;104940;104940;104940;104940
06.09.2018;104980;104980;104980;104980
06.09.2018;105000;105000;104970;104970
06.09.2018;104940;104940;104870;104870
06.09.2018;104890;104890;104870;104890
06.09.2018;104900;104900;104860;104860
06.09.2018;104830;104830;104800;104830
06.09.2018;104850;104850;104850;104850
06.09.2018;104860;104860;104760;104840
06.09.2018;104760;104760;104640;104640
06.09.2018;104600;104660;104570;104660
06.09.2018;104600;104600;104540;104600
06.09.2018;104540;104600;104510;104600
06.09.2018;104510;104510;104500;104500
06.09.2018;104530;104530;104530;104530
06.09.2018;104550;104610;104550;104610
06.09.2018;104620;104680;104620;104680
06.09.2018;104680;104680;104550;104550
06.09.2018;104470;104490;104380;104420
06.09.2018;104390;104390;104260;104290
06.09.2018;104330;104350;104260;104260
06.09.2018;104210;104210;104160;104160
06.09.2018;104140;104290;104120;104290
06.09.2018;104350;104410;104350;104410
06.09.2018;104400;104400;104400;104400
06.09.2018;104450;104470;104450;104470
06.09.2018;104490;104510;104490;104510
06.09.2018;104490;104490;104490;104490
06.09.2018;104480;104480;104480;104480
06.09.2018;104460;104460;104420;104420
06.09.2018;104300;104300;104280;104280
06.09.2018;104330;104330;104320;104320
06.09.2018;104380;104380;104380;104380
06.09.2018;104410;104440;104380;104380
06.09.2018;104440;104450;104440;104450
06.09.2018;104440;104440;104400;104400
06.09.2018;104410;104440;104400;104400
06.09.2018;104350;104350;104350;104350
06.09.2018;104340;104340;104340;104340
06.09.2018;104350;104480;104350;104480
06.09.2018;104410;104410;104410;104410
06.09.2018;104400;104400;104400;104400
06.09.2018;104380;104380;104320;104320
06.09.2018;104600;104610;104600;104600
06.09.2018;104330;104330;104290;104290
06.09.2018;104340;104340;104250;104250
06.09.2018;104310;104310;104310;104310
06.09.2018;104300;104300;104300;104300
06.09.2018;104260;104260;104240;104240
06.09.2018;104300;104360;104280;104360
06.09.2018;104380;104380;104380;104380
06.09.2018;104370;104370;104370;104370
06.09.2018;104300;104300;104300;104300
06.09.2018;104330;104330;104330;104330
06.09.2018;104280;104280;104280;104280
06.09.2018;104380;104380;104380;104380
06.09.2018;104330;104340;104330;104340
06.09.2018;104350;104400;104350;104400
06.09.2018;104380;104380;104380;104380
06.09.2018;104340;104340;104340;104340
06.09.2018;104290;104290;104290;104290
06.09.2018;104250;104250;104250;104250
06.09.2018;104270;104270;104230;104230
06.09.2018;104210;104210;104110;104110
06.09.2018;104140;104140;104140;104140
06.09.2018;104330;104330;104330;104330
06.09.2018;104180;104180;104180;104180
06.09.2018;104190;104190;104180;104180
06.09.2018;104110;104110;104110;104110
06.09.2018;104200;104200;104200;104200
06.09.2018;104340;104340;104340;104340
06.09.2018;104320;104320;104320;104320
06.09.2018;104340;104350;104340;104350
06.09.2018;104350;104350;104350;104350
06.09.2018;104350;104350;104350;104350
06.09.2018;104320;104320;104320;104320
06.09.2018;104320;104320;104320;104320
06.09.2018;104310;104310;104310;104310
06.09.2018;104300;104300;104300;104300
06.09.2018;104300;104300;104300;104300
06.09.2018;104300;104300;104300;104300
06.09.2018;104290;104290;104290;104290
06.09.2018;104300;104300;104300;104300
06.09.2018;104310;104310;104300;104300
06.09.2018;104310;104310;104300;104300
06.09.2018;104300;104300;104300;104300
06.09.2018;104320;104320;104320;104320
06.09.2018;104320;104320;104320;104320
06.09.2018;104330;104330;104320;104320
06.09.2018;104320;104320;104300;104300
06.09.2018;104300;104300;104300;104300
06.09.2018;104380;104380;104380;104380
06.09.2018;104370;104380;104370;104380
06.09.2018;104380;104400;104350;104400
06.09.2018;104400;104400;104400;104400
06.09.2018;104400;104400;104400;104400
06.09.2018;104380;104380;104380;104380
06.09.2018;104370;104370;104370;104370
06.09.2018;104400;104400;104400;104400
06.09.2018;104420;104420;104420;104420
06.09.2018;104440;104450;104440;104450
06.09.2018;104510;104510;104500;104500
06.09.2018;104530;104530;104500;104500
06.09.2018;104500;104500;104480;104480
06.09.2018;104430;104430;104430;104430
06.09.2018;104490;104490;104490;104490
06.09.2018;104590;104610;104590;104610
06.09.2018;104600;104600;104590;104590
06.09.2018;104650;104700;104650;104700
06.09.2018;104650;104650;104650;104650
06.09.2018;104520;104520;104520;104520
06.09.2018;104550;104550;104550;104550
06.09.2018;104500;104500;104500;104500
06.09.2018;104450;104450;104450;104450
06.09.2018;104420;104420;104420;104420
06.09.2018;104430;104430;104430;104430
06.09.2018;104450;104450;104450;104450
06.09.2018;104530;104530;104530;104530
06.09.2018;104480;104480;104480;104480
06.09.2018;104500;104500;104500;104500
06.09.2018;104510;104510;104510;104510
06.09.2018;104540;104540;104540;104540
06.09.2018;104600;104600;104600;104600
06.09.2018;104650;104650;104650;104650
06.09.2018;104720;104720;104720;104720
06.09.2018;104700;104700;104630;104630
06.09.2018;104630;104630;104620;104620
06.09.2018;104700;104700;104700;104700
06.09.2018;104690;104690;104690;104690
06.09.2018;104600;104600;104600;104600
06.09.2018;104560;104560;104560;104560
06.09.2018;104500;104500;104500;104500
06.09.2018;104570;104570;104570;104570
06.09.2018;104590;104640;104590;104640
06.09.2018;104620;104620;104620;104620
06.09.2018;104590;104590;104590;104590
06.09.2018;104700;104700;104700;104700
06.09.2018;104750;104780;104730;104770
06.09.2018;104710;104710;104710;104710
06.09.2018;104650;104650;104650;104650
06.09.2018;104650;104650;104650;104650
06.09.2018;104640;104650;104640;104650
06.09.2018;104690;104740;104690;104740
06.09.2018;104730;104730;104730;104730
06.09.2018;104700;104710;104700;104710
06.09.2018;104740;104740;104740;104740
06.09.2018;104680;104680;104680;104680
06.09.2018;104680;104680;104680;104680
06.09.2018;104600;104600;104600;104600
06.09.2018;104580;104580;104580;104580
06.09.2018;104640;104640;104640;104640
07.09.2018;104750;104900;104750;104880
07.09.2018;104840;104940;104840;104940
07.09.2018;104950;105040;104950;104950
07.09.2018;104950;105000;104940;105000
07.09.2018;105000;105000;105000;105000
07.09.2018;105000;105050;105000;105040
07.09.2018;104990;105050;104990;105050
07.09.2018;105050;105050;105030;105030
07.09.2018;105020;105060;105020;105060
07.09.2018;105000;105000;104910;104990
07.09.2018;105020;105050;105020;105050
07.09.2018;105060;105110;105060;105110
07.09.2018;105140;105140;105140;105140
07.09.2018;105110;105120;105110;105120
07.09.2018;105160;105160;105110;105110
07.09.2018;105100;105100;104940;104960
07.09.2018;104940;104940;104940;104940
07.09.2018;104900;104900;104900;104900
07.09.2018;104950;104950;104920;104920
07.09.2018;104950;104950;104950;104950
07.09.2018;104950;104950;104950;104950
07.09.2018;105030;105190;105030;105160
07.09.2018;105200;105200;105170;105170
07.09.2018;105090;105090;105050;105050
07.09.2018;105110;105110;105110;105110
07.09.2018;105120;105120;105120;105120
07.09.2018;105090;105090;105070;105070
07.09.2018;104970;104970;104950;104950
07.09.2018;104900;104900;104830;104830
07.09.2018;104830;104830;104800;104800
07.09.2018;104870;104870;104870;104870
07.09.2018;104850;104850;104850;104850
07.09.2018;104780;104780;104640;104640
07.09.2018;104670;104690;104670;104680
07.09.2018;104700;104700;104700;104700
07.09.2018;104720;104720;104700;104700
07.09.2018;104700;104700;104700;104700
07.09.2018;104700;104700;104700;104700
07.09.2018;104700;104700;104700;104700
07.09.2018;104670;104670;104640;104640
07.09.2018;104600;104600;104510;104560
07.09.2018;104630;104630;104630;104630
07.09.2018;104590;104590;104570;104570
07.09.2018;104590;104750;104550;104750
07.09.2018;104750;104750;104750;104750
07.09.2018;104700;104700;104690;104700
07.09.2018;104690;104690;104690;104690
07.09.2018;104660;104660;104660;104660
07.09.2018;104650;104650;104650;104650
07.09.2018;104600;104600;104570;104570
07.09.2018;104530;104530;104410;104410
07.09.2018;104420;104420;104420;104420
07.09.2018;104450;104450;104450;104450
07.09.2018;104450;104490;104450;104470
07.09.2018;104400;104400;104350;104370
07.09.2018;104350;104360;104320;104360
07.09.2018;104510;104510;104510;104510
07.09.2018;104570;104570;104570;104570
07.09.2018;104540;104550;104540;104550
07.09.2018;104550;104600;104550;104600
07.09.2018;104600;104600;104600;104600
07.09.2018;104580;104590;104580;104590
07.09.2018;104580;104580;104580;104580
